epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,1866.28,1.13308,2.04104,1.14168,1.09649,0.32396,0.33355,0.29187,0.17163,0.25834,0.38131,0.28745,0.15642,2.01765,3.3368,2.72663,1.71625,0.000500707,0.000500707,0.000500707
109,1882.75,1.20403,1.92936,1.13897,1.11087,0.33848,0.27241,0.27998,0.17124,0.34918,0.26418,0.28078,0.16792,1.95017,3.38279,2.81003,1.68152,0.000492129,0.000492129,0.000492129
110,1899.04,1.21779,1.78817,1.15956,1.11743,0.40418,0.3146,0.30674,0.17706,0.81866,0.2833,0.30141,0.17676,2.07513,3.19624,3.01974,1.78534,0.000483567,0.000483567,0.000483567
111,1914.88,1.18927,1.86948,1.1406,1.10725,0.24423,0.35983,0.30147,0.17036,0.23044,0.3484,0.28353,0.15336,1.95012,3.15908,2.71228,1.63014,0.000475025,0.000475025,0.000475025
112,1931.13,1.12918,1.81288,1.12319,1.09874,0.34903,0.34129,0.30203,0.16762,0.33756,0.32509,0.29447,0.14791,1.97638,3.17054,2.64269,1.67634,0.000466503,0.000466503,0.000466503
113,1947.4,1.17246,1.84779,1.09686,1.10352,0.42654,0.33363,0.34856,0.18451,0.43344,0.32987,0.33389,0.17755,2.02313,3.09352,2.64217,1.73128,0.000458006,0.000458006,0.000458006
114,1964.97,1.13571,1.76555,1.07192,1.07979,0.37293,0.3153,0.31389,0.18989,0.36631,0.32739,0.30163,0.1707,2.01912,3.19997,2.77746,1.73165,0.000449533,0.000449533,0.000449533
115,1982.47,1.20212,1.81638,1.06074,1.10463,0.40407,0.33682,0.33349,0.19034,0.40742,0.33115,0.33476,0.19424,2.08371,3.31388,2.51778,1.81358,0.000441088,0.000441088,0.000441088
116,1999.62,1.20147,1.83052,1.17618,1.12017,0.36837,0.31867,0.2923,0.159,0.35769,0.32158,0.28787,0.15595,2.02328,3.25458,2.65129,1.7731,0.000432673,0.000432673,0.000432673
117,2016.71,1.18032,1.79333,1.07305,1.08911,0.45472,0.28088,0.29845,0.18373,0.48558,0.25901,0.27962,0.17798,1.92066,3.18408,2.54808,1.70081,0.000424289,0.000424289,0.000424289
118,2034.44,1.11151,1.77104,1.00564,1.05837,0.64758,0.28695,0.30285,0.17818,0.33417,0.30984,0.29452,0.16674,1.95649,3.2306,2.60318,1.7358,0.000415939,0.000415939,0.000415939
119,2052.21,1.14312,1.77169,1.02957,1.07374,0.36305,0.33572,0.28499,0.16347,0.36292,0.33465,0.2907,0.15207,1.92803,3.24792,2.66181,1.68729,0.000407625,0.000407625,0.000407625
120,2069.26,1.10114,1.77712,1.02623,1.073,0.29398,0.3913,0.31913,0.19004,0.28514,0.3735,0.30999,0.16789,1.89913,3.28075,2.72226,1.67801,0.000399349,0.000399349,0.000399349
